HDR,ROLLING SYSTEM DEMAND
VD,20210104223500,32058
VD,20210104224000,31875
VD,20210104224500,31722
VD,20210104225000,31470
VD,20210104225500,31096
VD,20210104230000,30805
VD,20210104230500,30741
VD,20210104231000,30479
VD,20210104231500,30251
VD,20210104232000,29966
VD,20210104232500,29699
VD,20210104233000,29394
VD,20210104233500,29130
VD,20210104234000,28989
VD,20210104234500,28819
VD,20210104235000,28762
VD,20210104235500,28586
VD,20210105000000,28413
VD,20210105000500,28651
VD,20210105001000,28762
VD,20210105001500,28687
VD,20210105002000,28597
VD,20210105002500,28567
VD,20210105003000,28641
VD,20210105003500,28873
VD,20210105004000,29054
VD,20210105004500,29060
VD,20210105005000,29045
VD,20210105005500,29042
VD,20210105010000,29075
VD,20210105010500,29014
VD,20210105011000,28889
VD,20210105011500,28786
VD,20210105012000,28662
VD,20210105012500,28667
VD,20210105013000,28613
VD,20210105013500,28593
VD,20210105014000,28579
VD,20210105014500,28528
VD,20210105015000,28638
VD,20210105015500,28810
VD,20210105020000,28888
VD,20210105020500,28894
VD,20210105021000,28854
VD,20210105021500,28863
VD,20210105022000,28819
VD,20210105022500,28735
VD,20210105023000,28636
VD,20210105023500,28662
VD,20210105024000,28720
VD,20210105024500,28597
VD,20210105025000,28539
VD,20210105025500,28510
VD,20210105030000,28501
VD,20210105030500,28561
VD,20210105031000,28350
VD,20210105031500,28076
VD,20210105032000,28161
VD,20210105032500,28130
VD,20210105033000,28046
VD,20210105033500,27919
VD,20210105034000,27854
VD,20210105034500,27862
VD,20210105035000,27782
VD,20210105035500,27680
VD,20210105040000,27642
VD,20210105040500,27604
VD,20210105041000,27668
VD,20210105041500,27588
VD,20210105042000,27538
VD,20210105042500,27559
VD,20210105043000,27695
VD,20210105043500,27758
VD,20210105044000,27658
VD,20210105044500,27597
VD,20210105045000,27576
VD,20210105045500,27617
VD,20210105050000,27546
VD,20210105050500,27680
VD,20210105051000,27910
VD,20210105051500,27918
VD,20210105052000,27939
VD,20210105052500,28029
VD,20210105053000,28186
VD,20210105053500,28370
VD,20210105054000,28488
VD,20210105054500,28635
VD,20210105055000,28753
VD,20210105055500,28846
VD,20210105060000,29061
VD,20210105060500,29562
VD,20210105061000,29968
VD,20210105061500,30339
VD,20210105062000,30681
VD,20210105062500,30991
VD,20210105063000,31217
VD,20210105063500,31616
VD,20210105064000,31950
VD,20210105064500,32320
VD,20210105065000,32633
VD,20210105065500,32911
VD,20210105070000,33207
VD,20210105070500,33256
VD,20210105071000,33918
VD,20210105071500,34356
VD,20210105072000,34660
VD,20210105072500,34937
VD,20210105073000,35417
VD,20210105073500,35698
VD,20210105074000,36141
VD,20210105074500,36512
VD,20210105075000,36945
VD,20210105075500,37435
VD,20210105080000,37808
VD,20210105080500,38009
VD,20210105081000,38365
VD,20210105081500,38769
VD,20210105082000,39012
VD,20210105082500,39337
VD,20210105083000,39471
VD,20210105083500,39695
VD,20210105084000,40019
VD,20210105084500,40137
VD,20210105085000,40131
VD,20210105085500,40185
VD,20210105090000,40448
VD,20210105090500,40779
VD,20210105091000,40727
VD,20210105091500,40682
VD,20210105092000,40811
VD,20210105092500,41002
VD,20210105093000,41210
VD,20210105093500,41279
VD,20210105094000,41268
VD,20210105094500,41249
VD,20210105095000,41371
VD,20210105095500,41469
VD,20210105100000,41555
VD,20210105100500,41192
VD,20210105101000,41090
VD,20210105101500,41067
VD,20210105102000,41092
VD,20210105102500,41090
VD,20210105103000,41140
VD,20210105103500,41046
VD,20210105104000,41164
VD,20210105104500,41278
VD,20210105105000,41388
VD,20210105105500,41354
VD,20210105110000,41328
VD,20210105110500,41407
VD,20210105111000,41274
VD,20210105111500,41323
VD,20210105112000,41298
VD,20210105112500,41271
VD,20210105113000,41180
VD,20210105113500,41127
VD,20210105114000,41032
VD,20210105114500,41201
VD,20210105115000,41324
VD,20210105115500,41350
VD,20210105120000,41484
VD,20210105120500,41339
VD,20210105121000,41318
VD,20210105121500,41276
VD,20210105122000,41353
VD,20210105122500,41461
VD,20210105123000,41621
VD,20210105123500,41702
VD,20210105124000,41661
VD,20210105124500,41568
VD,20210105125000,41543
VD,20210105125500,41709
VD,20210105130000,41910
VD,20210105130500,42045
VD,20210105131000,42038
VD,20210105131500,42073
VD,20210105132000,42156
VD,20210105132500,42064
VD,20210105133000,42019
VD,20210105133500,42143
VD,20210105134000,42123
VD,20210105134500,41917
VD,20210105135000,42097
VD,20210105135500,42131
VD,20210105140000,42043
VD,20210105140500,42233
VD,20210105141000,42334
VD,20210105141500,42459
VD,20210105142000,42329
VD,20210105142500,42276
VD,20210105143000,42294
VD,20210105143500,42289
VD,20210105144000,42365
VD,20210105144500,42363
VD,20210105145000,42585
VD,20210105145500,42640
VD,20210105150000,42540
VD,20210105150500,42679
VD,20210105151000,43070
VD,20210105151500,43157
VD,20210105152000,43437
VD,20210105152500,43496
VD,20210105153000,43414
VD,20210105153500,43452
VD,20210105154000,43462
VD,20210105154500,43581
VD,20210105155000,43829
VD,20210105155500,43889
VD,20210105160000,43953
VD,20210105160500,44230
VD,20210105161000,44389
VD,20210105161500,44828
VD,20210105162000,45215
VD,20210105162500,45484
VD,20210105163000,45554
VD,20210105163500,45418
VD,20210105164000,45507
VD,20210105164500,45707
VD,20210105165000,45895
VD,20210105165500,45995
VD,20210105170000,46205
VD,20210105170500,46114
VD,20210105171000,45957
VD,20210105171500,45885
VD,20210105172000,46054
VD,20210105172500,46174
VD,20210105173000,46251
VD,20210105173500,46197
VD,20210105174000,46097
VD,20210105174500,46035
VD,20210105175000,46122
VD,20210105175500,46086
VD,20210105180000,46025
VD,20210105180500,46178
VD,20210105181000,46225
VD,20210105181500,45989
VD,20210105182000,45934
VD,20210105182500,45821
VD,20210105183000,45661
VD,20210105183500,45571
VD,20210105184000,45546
VD,20210105184500,45297
VD,20210105185000,45038
VD,20210105185500,44809
VD,20210105190000,44602
VD,20210105190500,44552
VD,20210105191000,44612
VD,20210105191500,44344
VD,20210105192000,44092
VD,20210105192500,43629
VD,20210105193000,43373
VD,20210105193500,43365
VD,20210105194000,43245
VD,20210105194500,42926
VD,20210105195000,42724
VD,20210105195500,42503
VD,20210105200000,42397
VD,20210105200500,42182
VD,20210105201000,42048
VD,20210105201500,41935
VD,20210105202000,41659
VD,20210105202500,41437
VD,20210105203000,41264
VD,20210105203500,41178
VD,20210105204000,40846
VD,20210105204500,40580
VD,20210105205000,40404
VD,20210105205500,40060
VD,20210105210000,39727
VD,20210105210500,39411
VD,20210105211000,38894
VD,20210105211500,38466
VD,20210105212000,38063
VD,20210105212500,37784
VD,20210105213000,37417
VD,20210105213500,37265
VD,20210105214000,36976
VD,20210105214500,36630
VD,20210105215000,36341
VD,20210105215500,35935
VD,20210105220000,35554
VD,20210105220500,35190
VD,20210105221000,34931
VD,20210105221500,34603
VD,20210105222000,34275
VD,20210105222500,33844
VD,20210105223000,33515
VD,20210105223500,33261
VD,20210105224000,33004
VD,20210105224500,32752
VD,20210105225000,32528
VD,20210105225500,32293
VD,20210105230000,32090
VD,20210105230500,32128
VD,20210105231000,31818
VD,20210105231500,31541
VD,20210105232000,31340
VD,20210105232500,31186
VD,20210105233000,31075
VD,20210105233500,31209
VD,20210105234000,31327
VD,20210105234500,31198
VD,20210105235000,31138
VD,20210105235500,30998
VD,20210106000000,30965
VD,20210106000500,31344
VD,20210106001000,31343
VD,20210106001500,31354
VD,20210106002000,31298
VD,20210106002500,31152
VD,20210106003000,31034
VD,20210106003500,31390
VD,20210106004000,31659
VD,20210106004500,31811
VD,20210106005000,31702
VD,20210106005500,31522
VD,20210106010000,31480
VD,20210106010500,31646
VD,20210106011000,31320
VD,20210106011500,31131
VD,20210106012000,31010
VD,20210106012500,31008
VD,20210106013000,30950
VD,20210106013500,30876
VD,20210106014000,30861
VD,20210106014500,30785
VD,20210106015000,30683
VD,20210106015500,30673
VD,20210106020000,30599
VD,20210106020500,30472
VD,20210106021000,30452
VD,20210106021500,30523
VD,20210106022000,30383
VD,20210106022500,29858
VD,20210106023000,29965
VD,20210106023500,30018
VD,20210106024000,29898
VD,20210106024500,29841
VD,20210106025000,29771
VD,20210106025500,29793
VD,20210106030000,29892
VD,20210106030500,29840
VD,20210106031000,29858
VD,20210106031500,29875
VD,20210106032000,29804
VD,20210106032500,29716
VD,20210106033000,29715
VD,20210106033500,29680
VD,20210106034000,29522
VD,20210106034500,29398
VD,20210106035000,29323
VD,20210106035500,29208
VD,20210106040000,29157
VD,20210106040500,29107
VD,20210106041000,29235
VD,20210106041500,29299
VD,20210106042000,29341
VD,20210106042500,29265
VD,20210106043000,29262
VD,20210106043500,29241
VD,20210106044000,29285
VD,20210106044500,29306
VD,20210106045000,29294
VD,20210106045500,29348
VD,20210106050000,29338
VD,20210106050500,29297
VD,20210106051000,29508
VD,20210106051500,29762
VD,20210106052000,29868
VD,20210106052500,29867
VD,20210106053000,29754
VD,20210106053500,30019
VD,20210106054000,30199
VD,20210106054500,30408
VD,20210106055000,30578
VD,20210106055500,30738
VD,20210106060000,30864
VD,20210106060500,31096
VD,20210106061000,31688
VD,20210106061500,32147
VD,20210106062000,32293
VD,20210106062500,32668
VD,20210106063000,32982
VD,20210106063500,33419
VD,20210106064000,33714
VD,20210106064500,33901
VD,20210106065000,34219
VD,20210106065500,34595
VD,20210106070000,35256
VD,20210106070500,35541
VD,20210106071000,36081
VD,20210106071500,36410
VD,20210106072000,36797
VD,20210106072500,37226
VD,20210106073000,37655
VD,20210106073500,37894
VD,20210106074000,38203
VD,20210106074500,38604
VD,20210106075000,38942
VD,20210106075500,39222
VD,20210106080000,39156
VD,20210106080500,39669
VD,20210106081000,40095
VD,20210106081500,40399
VD,20210106082000,40676
VD,20210106082500,41136
VD,20210106083000,41487
VD,20210106083500,41706
VD,20210106084000,41616
VD,20210106084500,41677
VD,20210106085000,41422
VD,20210106085500,41327
VD,20210106090000,41368
VD,20210106090500,41720
VD,20210106091000,41566
VD,20210106091500,41624
VD,20210106092000,41840
VD,20210106092500,41968
VD,20210106093000,41992
VD,20210106093500,41929
VD,20210106094000,41820
VD,20210106094500,41808
VD,20210106095000,42039
VD,20210106095500,42137
VD,20210106100000,42315
VD,20210106100500,42268
VD,20210106101000,42310
VD,20210106101500,42425
VD,20210106102000,42249
VD,20210106102500,42309
VD,20210106103000,42322
VD,20210106103500,42261
VD,20210106104000,42305
VD,20210106104500,42356
VD,20210106105000,42333
VD,20210106105500,42531
VD,20210106110000,42590
VD,20210106110500,42812
VD,20210106111000,42836
VD,20210106111500,42914
VD,20210106112000,42893
VD,20210106112500,42861
VD,20210106113000,42872
VD,20210106113500,42993
VD,20210106114000,42966
VD,20210106114500,42970
VD,20210106115000,42985
VD,20210106115500,42929
VD,20210106120000,42995
VD,20210106120500,43100
VD,20210106121000,43237
VD,20210106121500,43192
VD,20210106122000,43064
VD,20210106122500,43019
VD,20210106123000,43081
VD,20210106123500,43051
VD,20210106124000,43030
VD,20210106124500,43007
VD,20210106125000,43081
VD,20210106125500,42992
VD,20210106130000,42992
VD,20210106130500,42975
VD,20210106131000,43033
VD,20210106131500,42897
VD,20210106132000,42974
VD,20210106132500,43049
VD,20210106133000,42799
VD,20210106133500,42800
VD,20210106134000,42801
VD,20210106134500,42758
VD,20210106135000,42584
VD,20210106135500,42507
VD,20210106140000,42480
VD,20210106140500,42538
VD,20210106141000,42546
VD,20210106141500,42490
VD,20210106142000,42564
VD,20210106142500,42583
VD,20210106143000,42548
VD,20210106143500,42495
VD,20210106144000,42426
VD,20210106144500,42440
VD,20210106145000,42497
VD,20210106145500,42527
VD,20210106150000,42566
VD,20210106150500,42879
VD,20210106151000,42969
VD,20210106151500,43060
VD,20210106152000,43203
VD,20210106152500,43430
VD,20210106153000,43603
VD,20210106153500,43734
VD,20210106154000,43786
VD,20210106154500,43947
VD,20210106155000,44166
VD,20210106155500,44308
VD,20210106160000,44279
VD,20210106160500,43922
VD,20210106161000,43773
VD,20210106161500,44042
VD,20210106162000,44346
VD,20210106162500,44618
VD,20210106163000,44734
VD,20210106163500,44956
VD,20210106164000,45262
VD,20210106164500,45724
VD,20210106165000,46068
VD,20210106165500,46217
VD,20210106170000,46305
VD,20210106170500,46106
VD,20210106171000,46118
VD,20210106171500,46201
VD,20210106172000,46351
VD,20210106172500,46788
VD,20210106173000,46839
VD,20210106173500,46732
VD,20210106174000,46625
VD,20210106174500,46549
VD,20210106175000,46502
VD,20210106175500,46411
VD,20210106180000,46301
VD,20210106180500,46377
VD,20210106181000,46097
VD,20210106181500,45986
VD,20210106182000,45956
VD,20210106182500,46016
VD,20210106183000,45961
VD,20210106183500,45961
VD,20210106184000,45924
VD,20210106184500,45919
VD,20210106185000,45889
VD,20210106185500,45717
VD,20210106190000,45374
VD,20210106190500,45049
VD,20210106191000,45117
VD,20210106191500,44768
VD,20210106192000,44611
VD,20210106192500,44331
VD,20210106193000,44121
VD,20210106193500,43911
VD,20210106194000,43673
VD,20210106194500,43562
VD,20210106195000,43505
VD,20210106195500,43352
VD,20210106200000,43151
VD,20210106200500,42736
VD,20210106201000,42357
VD,20210106201500,42165
VD,20210106202000,42044
VD,20210106202500,41911
VD,20210106203000,41680
VD,20210106203500,41465
VD,20210106204000,41249
VD,20210106204500,41066
VD,20210106205000,40929
VD,20210106205500,40626
VD,20210106210000,40389
VD,20210106210500,39956
VD,20210106211000,39544
VD,20210106211500,39190
VD,20210106212000,38912
VD,20210106212500,38665
VD,20210106213000,38382
VD,20210106213500,38221
VD,20210106214000,37994
VD,20210106214500,37760
VD,20210106215000,37514
VD,20210106215500,37116
VD,20210106220000,36789
VD,20210106220500,36347
VD,20210106221000,35918
VD,20210106221500,35513
VD,20210106222000,35220
VD,20210106222500,34754
VD,20210106223000,34397
VD,20210106223500,34222
VD,20210106224000,33988
VD,20210106224500,33634
VD,20210106225000,33415
VD,20210106225500,33162
VD,20210106230000,32850
VD,20210106230500,32864
VD,20210106231000,32563
VD,20210106231500,32521
VD,20210106232000,32516
VD,20210106232500,32426
VD,20210106233000,32224
VD,20210106233500,32196
VD,20210106234000,32043
VD,20210106234500,31942
VD,20210106235000,31797
VD,20210106235500,31683
VD,20210107000000,31685
VD,20210107000500,32089
VD,20210107001000,32176
VD,20210107001500,32049
VD,20210107002000,31866
VD,20210107002500,31737
VD,20210107003000,31753
VD,20210107003500,32092
VD,20210107004000,32255
VD,20210107004500,32225
VD,20210107005000,32143
VD,20210107005500,32054
VD,20210107010000,31977
VD,20210107010500,31981
VD,20210107011000,31846
VD,20210107011500,31812
VD,20210107012000,31842
VD,20210107012500,31834
VD,20210107013000,31737
VD,20210107013500,31658
VD,20210107014000,31600
VD,20210107014500,31480
VD,20210107015000,31385
VD,20210107015500,31260
VD,20210107020000,31230
VD,20210107020500,31216
VD,20210107021000,31031
VD,20210107021500,31000
VD,20210107022000,30908
VD,20210107022500,30768
VD,20210107023000,30739
VD,20210107023500,30773
VD,20210107024000,30814
VD,20210107024500,30843
VD,20210107025000,30787
VD,20210107025500,30723
VD,20210107030000,30633
VD,20210107030500,30674
VD,20210107031000,30557
VD,20210107031500,30391
VD,20210107032000,30229
VD,20210107032500,30129
VD,20210107033000,30041
VD,20210107033500,29934
VD,20210107034000,29947
VD,20210107034500,29946
VD,20210107035000,29981
VD,20210107035500,30022
VD,20210107040000,29721
VD,20210107040500,29547
VD,20210107041000,29612
VD,20210107041500,29613
VD,20210107042000,29562
VD,20210107042500,29528
VD,20210107043000,29505
VD,20210107043500,29539
VD,20210107044000,29610
VD,20210107044500,29584
VD,20210107045000,29638
VD,20210107045500,29710
VD,20210107050000,29728
VD,20210107050500,29805
VD,20210107051000,30077
VD,20210107051500,30214
VD,20210107052000,30447
VD,20210107052500,30678
VD,20210107053000,30787
VD,20210107053500,31016
VD,20210107054000,31246
VD,20210107054500,31401
VD,20210107055000,31725
VD,20210107055500,32184
VD,20210107060000,32818
VD,20210107060500,33678
VD,20210107061000,34424
VD,20210107061500,34927
VD,20210107062000,35313
VD,20210107062500,35654
VD,20210107063000,35961
VD,20210107063500,36341
VD,20210107064000,36694
VD,20210107064500,36998
VD,20210107065000,37319
VD,20210107065500,37701
VD,20210107070000,37985
VD,20210107070500,38166
VD,20210107071000,38208
VD,20210107071500,38469
VD,20210107072000,38507
VD,20210107072500,38875
VD,20210107073000,39253
VD,20210107073500,39441
VD,20210107074000,39565
VD,20210107074500,39884
VD,20210107075000,40049
VD,20210107075500,40056
VD,20210107080000,39948
VD,20210107080500,39939
VD,20210107081000,40270
VD,20210107081500,40721
VD,20210107082000,40952
VD,20210107082500,41193
VD,20210107083000,41310
VD,20210107083500,41340
VD,20210107084000,41447
VD,20210107084500,41555
VD,20210107085000,41733
VD,20210107085500,42050
VD,20210107090000,42125
VD,20210107090500,42277
VD,20210107091000,42326
VD,20210107091500,42488
VD,20210107092000,42586
VD,20210107092500,42556
VD,20210107093000,42610
VD,20210107093500,42672
VD,20210107094000,42667
VD,20210107094500,42680
VD,20210107095000,42659
VD,20210107095500,42594
VD,20210107100000,42604
VD,20210107100500,42662
VD,20210107101000,42627
VD,20210107101500,42612
VD,20210107102000,42435
VD,20210107102500,42419
VD,20210107103000,42427
VD,20210107103500,42350
VD,20210107104000,42341
VD,20210107104500,42355
VD,20210107105000,42364
VD,20210107105500,42391
VD,20210107110000,42460
VD,20210107110500,42650
VD,20210107111000,42639
VD,20210107111500,42722
VD,20210107112000,42877
VD,20210107112500,42823
VD,20210107113000,42796
VD,20210107113500,42702
VD,20210107114000,42638
VD,20210107114500,42637
VD,20210107115000,42586
VD,20210107115500,42538
VD,20210107120000,42542
VD,20210107120500,42685
VD,20210107121000,42751
VD,20210107121500,42747
VD,20210107122000,42780
VD,20210107122500,42837
VD,20210107123000,42807
VD,20210107123500,42818
VD,20210107124000,42652
VD,20210107124500,42663
VD,20210107125000,42669
VD,20210107125500,42502
VD,20210107130000,42324
VD,20210107130500,42459
VD,20210107131000,42689
VD,20210107131500,42690
VD,20210107132000,42659
VD,20210107132500,42587
VD,20210107133000,42554
VD,20210107133500,42421
VD,20210107134000,42341
VD,20210107134500,42309
VD,20210107135000,42368
VD,20210107135500,42355
VD,20210107140000,42451
VD,20210107140500,42655
VD,20210107141000,42811
VD,20210107141500,42860
VD,20210107142000,42922
VD,20210107142500,43013
VD,20210107143000,42956
VD,20210107143500,42956
VD,20210107144000,42967
VD,20210107144500,42962
VD,20210107145000,42966
VD,20210107145500,43194
VD,20210107150000,43320
VD,20210107150500,43250
VD,20210107151000,43263
VD,20210107151500,43286
VD,20210107152000,43471
VD,20210107152500,43524
VD,20210107153000,43647
VD,20210107153500,43749
VD,20210107154000,43800
VD,20210107154500,43690
VD,20210107155000,43894
VD,20210107155500,44058
VD,20210107160000,44211
VD,20210107160500,44495
VD,20210107161000,44536
VD,20210107161500,44758
VD,20210107162000,45066
VD,20210107162500,45507
VD,20210107163000,45551
VD,20210107163500,45652
VD,20210107164000,45878
VD,20210107164500,46188
VD,20210107165000,46442
VD,20210107165500,46534
VD,20210107170000,46657
VD,20210107170500,46817
VD,20210107171000,46834
VD,20210107171500,46930
VD,20210107172000,46973
VD,20210107172500,47052
VD,20210107173000,47105
VD,20210107173500,47078
VD,20210107174000,47019
VD,20210107174500,46963
VD,20210107175000,46853
VD,20210107175500,46744
VD,20210107180000,46747
VD,20210107180500,46789
VD,20210107181000,46551
VD,20210107181500,46184
VD,20210107182000,46114
VD,20210107182500,46030
VD,20210107183000,45823
VD,20210107183500,45900
VD,20210107184000,45947
VD,20210107184500,46067
VD,20210107185000,45932
VD,20210107185500,45754
VD,20210107190000,45575
VD,20210107190500,45280
VD,20210107191000,45438
VD,20210107191500,45198
VD,20210107192000,45076
VD,20210107192500,44851
VD,20210107193000,44527
VD,20210107193500,43977
VD,20210107194000,43742
VD,20210107194500,43402
VD,20210107195000,43154
VD,20210107195500,43012
VD,20210107200000,42464
VD,20210107200500,42232
VD,20210107201000,42127
VD,20210107201500,41904
VD,20210107202000,41824
VD,20210107202500,41543
VD,20210107203000,41225
VD,20210107203500,41083
VD,20210107204000,40975
VD,20210107204500,40758
VD,20210107205000,40618
VD,20210107205500,40430
VD,20210107210000,40123
VD,20210107210500,39780
VD,20210107211000,39357
VD,20210107211500,39005
VD,20210107212000,38754
VD,20210107212500,38583
VD,20210107213000,38295
VD,20210107213500,37948
VD,20210107214000,37617
VD,20210107214500,37320
VD,20210107215000,37063
VD,20210107215500,36808
VD,20210107220000,36531
VD,20210107220500,36547
VD,20210107221000,36318
VD,20210107221500,36071
VD,20210107222000,35857
VD,20210107222500,35580
VD,20210107223000,35123
VD,20210107223500,34687
FTR,2000
